"","pl_names","pl_effects","pl_pval","sample","support_indices","support_category"
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS333","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.219026409156103,0.840115456521258,33,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS334","(No Seeds, High Slopes, SMS (All))",3.85442957755294,0.042369879416847,34,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS334","(Trusted Seeds, High Slope, SMS (All))",3.50048561150225,0.0140521606105083,34,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS334","(Info Hubs, Slopes (All), SMS (All))",4.57790827027405,0.00142458740114427,34,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS334","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.0383512194417788,0.95101898025259,34,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS335","(No Seeds, High Slopes, SMS (All))",1.97254102297895,0.202502417383762,35,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS335","(Trusted Seeds, High Slope, SMS (All))",2.97699477673514,0.0296390011816205,35,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS335","(Info Hubs, Slopes (All), SMS (All))",4.37629608189101,0.00261433252247525,35,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS335","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.29041346367932,0.725161392335967,35,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS336","(No Seeds, High Slopes, SMS (All))",2.1288146016838,0.211173728584585,36,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS336","(Trusted Seeds, High Slope, SMS (All))",3.8599178333667,0.00286126023178214,36,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS336","(Info Hubs, Slopes (All), SMS (All))",3.96119828076455,0.00299163192366081,36,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS336","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.654865780933314,0.441866004610091,36,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS337","(No Seeds, High Slopes, SMS (All))",2.67100953456738,0.183173314483276,37,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS337","(Trusted Seeds, High Slope, SMS (All))",2.91080855384536,0.03017803778793,37,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS337","(Info Hubs, Slopes (All), SMS (All))",4.4937625521663,0.00430960064151888,37,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS337","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.479152847313718,0.457136082396055,37,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS338","(No Seeds, High Slopes, SMS (All))",2.1232087675579,0.206938489379621,38,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS338","(Trusted Seeds, High Slope, SMS (All))",3.22441033186648,0.0293989938270103,38,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS338","(Info Hubs, Slopes (All), SMS (All))",4.40123927115796,0.000109293492584447,38,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS338","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.121804444050466,0.883079948410034,38,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS339","(No Seeds, High Slopes, SMS (All))",2.79010408886569,0.103866442415882,39,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS339","(Trusted Seeds, High Slope, SMS (All))",3.3930656521975,0.0209841406934712,39,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS339","(Info Hubs, Slopes (All), SMS (All))",3.3206071653845,0.000550485158732498,39,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS339","(Trusted Info Hubs, Slopes (All), SMS (All))",0.00529232379993426,0.995108089591384,39,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS340","(No Seeds, High Slopes, SMS (All))",2.54793873637652,0.151468172609432,40,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS340","(Trusted Seeds, High Slope, SMS (All))",3.98095671940372,0.00198104262231132,40,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS340","(Info Hubs, Slopes (All), SMS (All))",3.6730702695974,0.00349541457159966,40,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS340","(Trusted Info Hubs, Slopes (All), SMS (All))",0.322140947848261,0.693228786668437,40,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS341","(No Seeds, High Slopes, SMS (All))",2.68290156454908,0.0937193951628996,41,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS341","(Trusted Seeds, High Slope, SMS (All))",4.33705082363559,0.0029130516015111,41,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS341","(Info Hubs, Slopes (All), SMS (All))",3.92267946359132,0.000624026595822162,41,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS341","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.591932376969723,0.398720200906329,41,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS342","(No Seeds, High Slopes, SMS (All))",1.64938813601964,0.18978829823854,42,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS342","(Trusted Seeds, High Slope, SMS (All))",3.95704814761259,0.0183545317558274,42,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS342","(Info Hubs, Slopes (All), SMS (All))",3.98648359606062,0.00058611732628874,42,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS342","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.805014557446323,0.232123391492411,42,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS343","(No Seeds, High Slopes, SMS (All))",3.34487941229665,0.174074922135975,43,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS343","(Trusted Seeds, High Slope, SMS (All))",4.40834103615525,0.000452789344248595,43,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS343","(Info Hubs, Slopes (All), SMS (All))",3.6527752830405,0.00344013534822668,43,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS343","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.644971536087366,0.38212912459882,43,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS344","(No Seeds, High Slopes, SMS (All))",4.07127788916107,0.139553195192957,44,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS344","(Trusted Seeds, High Slope, SMS (All))",3.33133803458378,0.00663984879804212,44,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS344","(Info Hubs, Slopes (All), SMS (All))",5.25262023479311,0.000105417805624263,44,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS344","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.351134081129493,0.63916776598984,44,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS345","(No Seeds, High Slopes, SMS (All))",2.34952749823731,0.142472383715692,45,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS345","(Trusted Seeds, High Slope, SMS (All))",4.24624418846678,0.0238052033974464,45,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS345","(Info Hubs, Slopes (All), SMS (All))",4.31748895961428,0.000659818708289853,45,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS345","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.772651273359873,0.299821028755661,45,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS346","(No Seeds, High Slopes, SMS (All))",4.7427682916217,0.051504326807585,46,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS346","(Trusted Seeds, High Slope, SMS (All))",3.45555971160023,0.00616892041889689,46,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS346","(Info Hubs, Slopes (All), SMS (All))",4.80001016027948,0.000760880091189151,46,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS346","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.444930419877679,0.577234130948178,46,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS347","(No Seeds, High Slopes, SMS (All))",2.38979002333441,0.192941656051205,47,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS347","(Trusted Seeds, High Slope, SMS (All))",3.23241685202297,0.0331354834410074,47,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS347","(Info Hubs, Slopes (All), SMS (All))",3.84643617719395,0.0048970826770295,47,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS347","(Trusted Info Hubs, Slopes (All), SMS (All))",0.106755552572494,0.900882648623935,47,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS348","(No Seeds, High Slopes, SMS (All))",1.82868710555163,0.205803802900172,48,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS348","(Trusted Seeds, High Slope, SMS (All))",4.00794423687996,0.0125967675652258,48,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS348","(Info Hubs, Slopes (All), SMS (All))",3.33593190261291,0.0259763547245429,48,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS348","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.797658046761807,0.311837837839782,48,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS349","(No Seeds, High Slopes, SMS (All))",3.35996137875728,0.163971501721616,49,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS349","(Trusted Seeds, High Slope, SMS (All))",2.73765314520997,0.0583358347363865,49,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS349","(Info Hubs, Slopes (All), SMS (All))",2.96583751433976,0.0110117415791817,49,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS349","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.817592700594791,0.269466227881643,49,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS350","(No Seeds, High Slopes, SMS (All))",2.11892632902833,0.175270096126265,50,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS350","(Trusted Seeds, High Slope, SMS (All))",3.84041584841124,0.00581429972872773,50,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS350","(Info Hubs, Slopes (All), SMS (All))",4.01522185443294,0.00163391608565632,50,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS350","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.687617226053273,0.375925056524296,50,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS351","(No Seeds, High Slopes, SMS (All))",2.81958850423549,0.168123084820123,51,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS351","(Trusted Seeds, High Slope, SMS (All))",2.65712320191807,0.0270382571682098,51,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS351","(Info Hubs, Slopes (All), SMS (All))",3.03243578481546,0.0219421672033504,51,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS351","(Trusted Info Hubs, Slopes (All), SMS (All))",-1.38998840987861,0.0641563157477095,51,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS352","(No Seeds, High Slopes, SMS (All))",3.38543691461455,0.0396701609207245,52,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS352","(Trusted Seeds, High Slope, SMS (All))",3.42840057073957,0.022713624477152,52,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS352","(Info Hubs, Slopes (All), SMS (All))",4.14991911262851,0.00104239520821174,52,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS352","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.916732544798865,0.151717964882926,52,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS353","(No Seeds, High Slopes, SMS (All))",3.22167294667777,0.0443937047490953,53,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS353","(Trusted Seeds, High Slope, SMS (All))",2.7821519717167,0.0223781210498651,53,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS353","(Info Hubs, Slopes (All), SMS (All))",3.56203705495127,0.000992490088820524,53,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS353","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.848201260283029,0.307996108129921,53,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS354","(No Seeds, High Slopes, SMS (All))",2.16018207457541,0.208589959158127,54,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS354","(Trusted Seeds, High Slope, SMS (All))",3.14420724863869,0.0159960333970879,54,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS354","(Info Hubs, Slopes (All), SMS (All))",4.62846578463353,0.0004320638440629,54,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS354","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.445792536363764,0.601785393885278,54,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS355","(No Seeds, High Slopes, SMS (All))",2.11607677990122,0.189770764206654,55,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS355","(Trusted Seeds, High Slope, SMS (All))",3.21711363889495,0.0205552941375239,55,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS355","(Info Hubs, Slopes (All), SMS (All))",4.25488652765942,0.00231751618270295,55,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS355","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.715478565931828,0.36431117137817,55,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS356","(No Seeds, High Slopes, SMS (All))",4.52603511135985,0.0942321824927149,56,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS356","(Trusted Seeds, High Slope, SMS (All))",3.1823191094628,0.018069398963292,56,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS356","(Info Hubs, Slopes (All), SMS (All))",4.59059551638938,0.00105257032915468,56,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS356","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.220935697762698,0.76644578392055,56,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS357","(No Seeds, High Slopes, SMS (All))",2.15680289691006,0.263680836529473,57,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS357","(Trusted Seeds, High Slope, SMS (All))",3.90248666585313,0.00122971972518282,57,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS357","(Info Hubs, Slopes (All), SMS (All))",3.90869214726749,0.00120392753390866,57,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS357","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.318065301859222,0.753823245010748,57,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS358","(No Seeds, High Slopes, SMS (All))",4.01051100250974,0.0408071778829233,58,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS358","(Trusted Seeds, High Slope, SMS (All))",4.70601302978724,0.00581807772627371,58,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS358","(Info Hubs, Slopes (All), SMS (All))",2.92267260934671,0.0184756341127137,58,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS358","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.478423201197123,0.525261768728713,58,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS359","(No Seeds, High Slopes, SMS (All))",0.994067820578253,0.359117743485201,59,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS359","(Trusted Seeds, High Slope, SMS (All))",2.20249937612901,0.0975180843249398,59,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS359","(Info Hubs, Slopes (All), SMS (All))",5.09553248567504,0.000490186145094051,59,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS359","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.473372896130885,0.554944781274728,59,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS360","(No Seeds, High Slopes, SMS (All))",2.29553021805287,0.121404908557414,60,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS360","(Trusted Seeds, High Slope, SMS (All))",4.14048720370727,0.00795164576239829,60,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS360","(Info Hubs, Slopes (All), SMS (All))",4.26235036734017,0.000427715709679553,60,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS360","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.611520896105234,0.380608544788317,60,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS361","(No Seeds, High Slopes, SMS (All))",1.81720425112013,0.238466891535055,61,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS361","(Trusted Seeds, High Slope, SMS (All))",2.86477218340109,0.0151301917451735,61,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS361","(Info Hubs, Slopes (All), SMS (All))",2.7213389523291,0.0046568454430813,61,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS361","(Trusted Info Hubs, Slopes (All), SMS (All))",0.0801330170990748,0.931939538931395,61,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS362","(No Seeds, High Slopes, SMS (All))",2.02539108665683,0.240856905318275,62,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS362","(Trusted Seeds, High Slope, SMS (All))",3.36527295590719,0.0111881814024032,62,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS362","(Info Hubs, Slopes (All), SMS (All))",4.63684119689645,0.00144758377322067,62,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS362","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.379656707348796,0.6546750648515,62,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS363","(No Seeds, High Slopes, SMS (All))",3.09096376952228,0.0545943263511264,63,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS363","(Trusted Seeds, High Slope, SMS (All))",3.71005706570154,0.00897180712957187,63,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS363","(Info Hubs, Slopes (All), SMS (All))",4.49430416265459,0.0026852013371884,63,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS363","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.236614944446421,0.783614267800808,63,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS364","(No Seeds, High Slopes, SMS (All))",3.16173292992355,0.187063925588043,64,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS364","(Trusted Seeds, High Slope, SMS (All))",2.601984500098,0.0481713303499637,64,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS364","(Info Hubs, Slopes (All), SMS (All))",3.95438784169249,0.00639831474062714,64,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS364","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.529415211257454,0.494828111540801,64,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS365","(No Seeds, High Slopes, SMS (All))",2.42883781316953,0.175917247197666,65,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS365","(Trusted Seeds, High Slope, SMS (All))",3.33749530795589,0.00901135983446605,65,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS365","(Info Hubs, Slopes (All), SMS (All))",4.02467270755776,0.00181784371586351,65,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS365","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.330651048836659,0.662482443798816,65,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS366","(No Seeds, High Slopes, SMS (All))",1.35887826820622,0.254698086876144,66,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS366","(Trusted Seeds, High Slope, SMS (All))",3.13793327066682,0.0470835716532884,66,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS366","(Info Hubs, Slopes (All), SMS (All))",3.6262107331291,0.00217201154217959,66,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS366","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.715635532475788,0.298135298709243,66,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS367","(No Seeds, High Slopes, SMS (All))",2.49228819082935,0.158149485854106,67,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS367","(Trusted Seeds, High Slope, SMS (All))",3.6623415852519,0.00769927816161457,67,"1 16 49 64",1
